mesh_id|mesh_term|pulmonary|transplant|year_verification
F03.375.175|binge-eating disorder|N|N|Old only
F03.375.250|bulimia nervosa|N|N|Old only
F03.375.300|coprophagia|N|N|Old only
F03.375.450|female athlete triad syndrome|N|N|Old only
F03.375.600|pica|N|N|Old only
F03.388|elimination disorders|N|N|New only
F03.388.300|encopresis|N|N|New only
F03.388.400|enuresis|N|N|New only
F03.388.400.249|diurnal enuresis|N|N|New only
F03.388.400.500|nocturnal enuresis|N|N|New only
F03.400|factitious disorders|N|N|Old only
F03.400|feeding and eating disorders|N|N|New only
F03.400.125|anorexia nervosa|N|N|New only
F03.400.188|binge-eating disorder|N|N|New only
F03.400.250|bulimia nervosa|N|N|New only
F03.400.500|feeding and eating disorders of childhood|N|N|New only
F03.400.600|munchausen syndrome|N|N|Old only
F03.400.750|female athlete triad syndrome|N|N|New only
F03.400.875|pica|N|N|New only
F03.500|impulse control disorders|N|N|Old only
F03.500.300|firesetting behavior|N|N|Old only
F03.500.400|gambling|N|N|Old only
F03.500.800|trichotillomania|N|N|Old only
F03.550|mental disorders diagnosed in childhood|N|N|Old only
F03.550.075|anxiety, separation|N|N|Old only
F03.550.150|attention deficit and disruptive behavior disorders|N|N|Old only
F03.550.150.150|attention deficit disorder with hyperactivity|N|N|Old only
F03.550.150.300|conduct disorder|N|N|Old only
F03.550.300|child behavior disorders|N|N|Old only
F03.550.325|child development disorders, pervasive|N|N|Old only
F03.550.325.100|asperger syndrome|N|N|Old only
F03.550.325.125|autistic disorder|N|N|Old only
F03.550.325.412|rett syndrome|N|N|Old only
F03.550.325.700|schizophrenia, childhood|N|N|Old only
F03.550.350|communication disorders|N|N|Old only
F03.550.350.500|learning disorders|N|N|Old only
F03.550.350.500.200|dyslexia|N|N|Old only
F03.550.350.500.200.500|dyslexia, acquired|N|N|Old only
F03.550.362|developmental disabilities|N|N|Old only
F03.550.375|elimination disorders|N|N|Old only
F03.550.375.300|encopresis|N|N|Old only
F03.550.375.400|enuresis|N|N|Old only
F03.550.375.400.249|diurnal enuresis|N|N|Old only
F03.550.375.400.500|nocturnal enuresis|N|N|Old only
F03.550.400|feeding and eating disorders of childhood|N|N|Old only
F03.550.400.600|pica|N|N|Old only
F03.550.450|learning disorders|N|N|Old only
F03.550.450.400|dyslexia|N|N|Old only
F03.550.450.400.500|dyslexia, acquired|N|N|Old only
F03.550.600|mental retardation|N|N|Old only
F03.550.650|motor skills disorders|N|N|Old only
F03.550.700|mutism|N|N|Old only
F03.550.750|reactive attachment disorder|N|N|Old only
F03.550.787|stereotypic movement disorder|N|N|Old only
F03.550.825|tic disorders|N|N|Old only
F03.550.825.850|tourette syndrome|N|N|Old only
F03.600|mood disorders|N|N|Both
F03.600.150|affective disorders, psychotic|N|N|Old only
F03.600.150.150|bipolar disorder|N|N|Old only
F03.600.150.150.300|cyclothymic disorder|N|N|Old only
F03.600.300|depressive disorder|N|N|Both
F03.600.300.350|depression, postpartum|N|N|Both
F03.600.300.375|depressive disorder, major|N|N|Both
F03.600.300.388|depressive disorder, treatment-resistant|N|N|New only
F03.600.300.400|dysthymic disorder|N|N|Both
F03.600.300.550|premenstrual dysphoric disorder|N|N|New only
F03.600.300.700|seasonal affective disorder|N|N|Old only
F03.600.300.775|seasonal affective disorder|N|N|New only
F03.600.500|cyclothymic disorder|N|N|New only
F03.608|motor disorders|N|N|New only
F03.615|neurocognitive disorders|N|N|New only
F03.615.200|amnesia|N|N|New only
F03.615.200.125|alcohol amnestic disorder|N|N|New only
F03.615.200.125.500|korsakoff syndrome|N|N|New only
F03.615.200.137|amnesia, anterograde|N|N|New only
F03.615.200.150|amnesia, retrograde|N|N|New only
F03.615.200.800|amnesia, transient global|N|N|New only
F03.615.250|cognition disorders|N|N|New only
F03.615.250.100|auditory perceptual disorders|N|N|New only
F03.615.250.400|huntington disease|N|N|New only
F03.615.250.700|cognitive dysfunction|N|N|New only
F03.615.300|consciousness disorders|N|N|New only
F03.615.350|delirium|N|N|New only
F03.615.350.500|emergence delirium|N|N|New only
F03.615.400|dementia|N|N|New only
F03.615.400.050|aids dementia complex|N|N|New only
F03.615.400.100|alzheimer disease|N|N|New only
F03.615.400.125|aphasia, primary progressive|N|N|New only
F03.615.400.125.600|primary progressive nonfluent aphasia|N|N|New only
F03.615.400.300|creutzfeldt-jakob syndrome|N|N|New only
F03.615.400.350|dementia, vascular|N|N|New only
F03.615.400.350.400|dementia, multi-infarct|N|N|New only
F03.615.400.370|diffuse neurofibrillary tangles with calcification|N|N|New only
F03.615.400.380|frontotemporal lobar degeneration|N|N|New only
F03.615.400.380.299|frontotemporal dementia|N|N|New only
F03.615.400.380.299.500|pick disease of the brain|N|N|New only
F03.615.400.380.600|primary progressive nonfluent aphasia|N|N|New only
F03.615.400.390|huntington disease|N|N|New only
F03.615.400.431|kluver-bucy syndrome|N|N|New only
F03.615.400.512|lewy body disease|N|N|New only
F03.615.700|dyslexia, acquired|N|N|New only
F03.615.700.500|alexia, pure|N|N|New only
F03.625|neurodevelopmental disorders|N|N|New only
F03.625.047|anxiety, separation|N|N|New only
F03.625.094|attention deficit and disruptive behavior disorders|N|N|New only
F03.625.094.150|attention deficit disorder with hyperactivity|N|N|New only
F03.625.094.300|conduct disorder|N|N|New only
F03.625.141|child behavior disorders|N|N|New only
F03.625.164|child development disorders, pervasive|N|N|New only
F03.625.164.100|asperger syndrome|N|N|New only
F03.625.164.113|autism spectrum disorder|N|N|New only
F03.625.164.125|autistic disorder|N|N|New only
F03.625.374|communication disorders|N|N|New only
F03.625.374.125|childhood-onset fluency disorder|N|N|New only
F03.625.374.250|social communication disorder|N|N|New only
F03.625.374.500|speech sound disorder|N|N|New only
F03.625.421|developmental disabilities|N|N|New only
F03.625.539|intellectual disability|N|N|New only
F03.625.562|learning disorders|N|N|New only
F03.625.562.199|dyscalculia|N|N|New only
F03.625.562.400|dyslexia|N|N|New only
F03.625.562.400.500|dyslexia, acquired|N|N|New only
F03.625.562.700|specific learning disorder|N|N|New only
F03.625.813|motor skills disorders|N|N|New only
F03.625.875|mutism|N|N|New only
F03.625.937|reactive attachment disorder|N|N|New only
F03.625.968|schizophrenia, childhood|N|N|New only
F03.625.984|stereotypic movement disorder|N|N|New only
F03.625.992|tic disorders|N|N|New only
F03.625.992.850|tourette syndrome|N|N|New only
F03.650|neurotic disorders|N|N|Both
F03.657|paraphilic disorders|N|N|New only
F03.657.300|exhibitionism|N|N|New only
F03.657.350|fetishism (psychiatric)|N|N|New only
F03.657.500|masochism|N|N|New only
F03.657.600|pedophilia|N|N|New only
F03.657.700|sadism|N|N|New only
F03.657.800|transvestism|N|N|New only
F03.657.900|voyeurism|N|N|New only
F03.675|personality disorders|N|N|Both
F03.675.050|antisocial personality disorder|N|N|Both
F03.675.100|borderline personality disorder|N|N|Both
F03.675.150|compulsive personality disorder|N|N|Both
F03.675.200|dependent personality disorder|N|N|Both
F03.675.400|histrionic personality disorder|N|N|Both
F03.675.400.500|hysteria|N|N|Both
F03.675.600|paranoid personality disorder|N|N|Both
F03.675.625|passive-aggressive personality disorder|N|N|Both
F03.675.700|schizoid personality disorder|N|N|Both
F03.675.725|schizotypal personality disorder|N|N|Both
F03.700|schizophrenia and disorders with psychotic features|N|N|Old only
F03.700|schizophrenia spectrum and other psychotic disorders|N|N|New only
F03.700.150|affective disorders, psychotic|N|N|New only
F03.700.300|capgras syndrome|N|N|Both
F03.700.356|delusional parasitosis|N|N|New only
F03.700.412|morgellons disease|N|N|New only
F03.700.450|paranoid disorders|N|N|Both
F03.700.675|psychotic disorders|N|N|Both
F03.700.675.600|psychoses, substance-induced|N|N|Both
F03.700.675.600.750|psychoses, alcoholic|N|N|Both
F03.700.750|schizophrenia|N|N|Both
F03.700.750.300|schizophrenia, catatonic|N|N|Both
F03.700.750.350|schizophrenia, disorganized|N|N|Both
F03.700.750.600|schizophrenia, paranoid|N|N|Both
F03.700.750.700|shared paranoid disorder|N|N|Both
F03.800|sexual and gender disorders|N|N|Old only
F03.800.399|sex differentiation disorders|N|N|Old only
F03.800.800|sexual dysfunctions, psychological|N|N|Old only
F03.800.800.199|dyspareunia|N|N|Old only
F03.800.800.400|erectile dysfunction|N|N|Old only
F03.800.800.600|paraphilias|N|N|Old only
F03.800.800.600.300|exhibitionism|N|N|Old only
F03.800.800.600.350|fetishism (psychiatric)|N|N|Old only
F03.800.800.600.500|masochism|N|N|Old only
F03.800.800.600.600|pedophilia|N|N|Old only
F03.800.800.600.700|sadism|N|N|Old only
F03.800.800.600.800|transvestism|N|N|Old only
F03.800.800.600.900|voyeurism|N|N|Old only
F03.800.800.800|transsexualism|N|N|Old only
F03.800.800.900|vaginismus|N|N|Old only
F03.835|sexual dysfunctions, psychological|N|N|New only
F03.835.199|dyspareunia|N|N|New only
F03.835.400|erectile dysfunction|N|N|New only
F03.835.550|gender dysphoria|N|N|New only
F03.835.700|premature ejaculation|N|N|New only
F03.835.750|sexual and gender disorders|N|N|New only
F03.835.900|vaginismus|N|N|New only
F03.870|sleep disorders|N|N|Old only
F03.870|sleep wake disorders|N|N|New only
F03.870.400|dyssomnias|N|N|Both
F03.870.400.099|sleep deprivation|N|N|Both
F03.870.400.200|sleep disorders, circadian rhythm|N|N|Both
F03.870.400.200.500|jet lag syndrome|N|N|Both
F03.870.400.800|sleep disorders, intrinsic|N|N|Both
F03.870.400.800.200|disorders of excessive somnolence|N|N|Both
F03.870.400.800.200.400|hypersomnolence, idiopathic|N|N|Both
F03.870.400.800.200.500|kleine-levin syndrome|N|N|Both
F03.870.400.800.200.750|narcolepsy|N|N|Both
F03.870.400.800.200.750.500|cataplexy|N|N|Both
F03.870.400.800.700|restless legs syndrome|N|N|Both
F03.870.400.800.800|sleep initiation and maintenance disorders|N|N|Both
F03.870.664|parasomnias|N|N|Both
F03.870.664.627|nocturnal paroxysmal dystonia|N|N|Both
F03.870.664.633|rem sleep parasomnias|N|N|Both
F03.870.664.633.700|rem sleep behavior disorder|N|N|Both
F03.870.664.633.800|sleep paralysis|N|N|Both
F03.870.664.634|restless legs syndrome|N|N|Both
F03.870.664.635|sleep arousal disorders|N|N|Both
F03.870.664.635.600|night terrors|N|N|Both
F03.870.664.635.700|somnambulism|N|N|Both
F03.870.664.637|sleep bruxism|N|N|Both
F03.870.664.700|sleep-wake transition disorders|N|N|Both
F03.875|somatoform disorders|N|N|Both
F03.875.149|body dysmorphic disorders|N|N|Both
F03.875.300|conversion disorder|N|N|Both
F03.875.375|factitious disorders|N|N|New only
F03.875.375.600|munchausen syndrome|N|N|New only
F03.875.375.800|munchausen syndrome by proxy|N|N|New only
F03.875.450|hypochondriasis|N|N|Both
F03.875.600|neurasthenia|N|N|Both
F03.900|substance-related disorders|N|N|Both
F03.900.100|alcohol-related disorders|N|N|Both
F03.900.100.050|alcohol amnestic disorder|N|N|Both
F03.900.100.050.500|korsakoff syndrome|N|N|Both
F03.900.100.100|alcohol withdrawal delirium|N|N|Both
F03.900.100.300|alcoholic intoxication|N|N|Both
F03.900.100.350|alcoholism|N|N|Both
F03.900.100.550|binge drinking|N|N|New only
F03.900.100.750|psychoses, alcoholic|N|N|Both
F03.900.100.875|wernicke encephalopathy|N|N|Both
F03.900.225|amphetamine-related disorders|N|N|Both
F03.900.300|cocaine-related disorders|N|N|Both
F03.900.467|inhalant abuse|N|N|New only
F03.900.635|marijuana abuse|N|N|Both
F03.900.650|neonatal abstinence syndrome|N|N|Both
F03.900.675|opioid-related disorders|N|N|Both
F03.900.675.400|heroin dependence|N|N|Both
F03.900.675.600|morphine dependence|N|N|Both
F03.900.700|phencyclidine abuse|N|N|Both
F03.900.746|psychoses, substance-induced|N|N|Both
F03.900.793|substance abuse, intravenous|N|N|Both
F03.900.825|substance withdrawal syndrome|N|N|Both
F03.900.825.500|alcohol withdrawal delirium|N|N|Both
F03.900.912|tobacco use disorder|N|N|Both
F03.950|trauma and stressor related disorders|N|N|New only
F03.950.500|adjustment disorders|N|N|New only
F03.950.750|stress disorders, traumatic|N|N|New only
F03.950.750.124|battered child syndrome|N|N|New only
F03.950.750.249|combat disorders|N|N|New only
F03.950.750.375|psychological trauma|N|N|New only
F03.950.750.500|stress disorders, post-traumatic|N|N|New only
F03.950.750.550|stress disorders, traumatic, acute|N|N|New only
F04|behavioral disciplines and activities|N|N|Both
F04.047|behavior control|N|N|Both
F04.096|behavioral sciences|N|N|Both
F04.096.080|behavioral medicine|N|N|Both
F04.096.144|behavioral research|N|N|Both
F04.096.208|ethology|N|N|Both
F04.096.276|genetics, behavioral|N|N|Both
F04.096.276.400|genetic determinism|N|N|Both
F04.096.462|parapsychology|N|N|Both
F04.096.544|psychiatry|N|N|Both
F04.096.544.065|adolescent psychiatry|N|N|Both
F04.096.544.090|biological psychiatry|N|N|Both
F04.096.544.193|child psychiatry|N|N|Both
F04.096.544.215|community psychiatry|N|N|Both
F04.096.544.215.508|preventive psychiatry|N|N|Both
F04.096.544.275|ethnopsychology|N|N|New only
F04.096.544.335|forensic psychiatry|N|N|Both
F04.096.544.335.200|commitment of mentally ill|N|N|Both
F04.096.544.335.240|confidentiality|N|N|Both
F04.096.544.335.240.270|duty to warn|N|N|Both
F04.096.544.335.528|insanity defense|N|N|Both
F04.096.544.380|geriatric psychiatry|N|N|Both
F04.096.544.480|military psychiatry|N|N|Both
F04.096.544.504|neuropsychiatry|N|N|New only
F04.096.544.528|orthopsychiatry|N|N|Both
F04.096.544.779|psychoanalysis|N|N|Both
F04.096.544.830|psychosomatic medicine|N|N|Both
F04.096.586|psycholinguistics|N|N|Both
F04.096.586.550|neurolinguistic programming|N|N|Both
F04.096.628|psychology|N|N|Both
F04.096.628.033|environmental psychology|N|N|New only
F04.096.628.065|adolescent psychology|N|N|Old only
F04.096.628.065|psychology, adolescent|N|N|New only
F04.096.628.193|child psychology|N|N|Old only
F04.096.628.193|psychology, child|N|N|New only
F04.096.628.255|cognitive science|N|N|Both
F04.096.628.255.500|cognitive neuroscience|N|N|New only
F04.096.628.270|psychology, developmental|N|N|New only
F04.096.628.286|economics, behavioral|N|N|New only
F04.096.628.317|ethnopsychology|N|N|Both
F04.096.628.579|psychology, clinical|N|N|Both
F04.096.628.629|psychology, comparative|N|N|Both
F04.096.628.679|psychology, educational|N|N|Both
F04.096.628.729|psychology, experimental|N|N|Both
F04.096.628.779|psychology, industrial|N|N|Both
F04.096.628.779.450|presenteeism|N|N|New only
F04.096.628.779.900|time management|N|N|Both
F04.096.628.808|psychology, medical|N|N|Both
F04.096.628.829|psychology, social|N|N|Both
F04.096.628.914|psychology, sports|N|N|New only
F04.096.670|psychopathology|N|N|Both
F04.096.712|psychopharmacology|N|N|Both
F04.096.753|psychophysics|N|N|Both
F04.096.753.628|psychoacoustics|N|N|Both
F04.096.753.814|signal detection, psychological|N|N|Both
F04.096.795|psychophysiology|N|N|Both
F04.096.795.600|neuropsychology|N|N|Both
F04.096.795.650|psychoneuroimmunology|N|N|Both
F04.096.837|sexology|N|N|Both
F04.096.837.249|sex counseling|N|N|Both
F04.096.837.500|sex education|N|N|Both
F04.096.879|social sciences|N|N|Both
F04.096.879.201|anthropology|N|N|Both
F04.096.879.201.500|anthropology, medical|N|N|New only
F04.096.879.757|sociology|N|N|Both
F04.096.879.757.400|sociology, medical|N|N|Both
F04.096.939|sociobiology|N|N|Both
F04.408|mental health services|N|N|Both
F04.408.192|child guidance|N|N|Both
F04.408.307|community mental health services|N|N|Both
F04.408.413|counseling|N|N|Both
F04.408.413.349|directive counseling|N|N|Both
F04.408.413.349.500|motivational interviewing|N|N|New only
F04.408.413.437|distance counseling|N|N|New only
F04.408.413.700|sex counseling|N|N|Both
F04.408.525|emergency services, psychiatric|N|N|Both
F04.408.823|social work, psychiatric|N|N|Both
F04.513|personality assessment|N|N|Both
F04.513.636|q-sort|N|N|Both
F04.570|psychiatric somatic therapies|N|N|Both
F04.570.200|convulsive therapy|N|N|Both
F04.570.200.583|electroconvulsive therapy|N|N|Both
F04.570.200.791|transcranial direct current stimulation|N|N|New only
F04.570.400|orthomolecular therapy|N|N|Both
F04.570.505|psychopharmacology|N|N|Both
F04.570.505.557|narcotherapy|N|N|Both
F04.570.630|psychosurgery|N|N|Both
F04.586|psychiatric status rating scales|N|N|Both
F04.586.083|brief psychiatric rating scale|N|N|Both
F04.586.574|mental status schedule|N|N|Both
F04.628|psychoanalytic interpretation|N|N|Both
F04.669|psychological techniques|N|N|Both
F04.669.112|behavior observation techniques|N|N|New only
F04.669.224|electroshock|N|N|Both
F04.669.224.300|electroconvulsive therapy|N|N|Both
F04.669.224.650|transcranial direct current stimulation|N|N|New only
F04.669.332|galvanic skin response|N|N|Both
F04.669.599|interview, psychological|N|N|Both
F04.669.817|reaction time|N|N|Both
F04.669.817.559|refractory period, psychological|N|N|Both
F04.669.908|signal detection, psychological|N|N|Both
F04.711|psychological tests|N|N|Both
F04.711.141|aptitude tests|N|N|Both
F04.711.141.493|intelligence tests|N|N|Both
F04.711.141.493.225|stanford-binet test|N|N|Both
F04.711.141.493.822|wechsler scales|N|N|Both
F04.711.271|behavior rating scale|N|N|New only
F04.711.336|ecological momentary assessment|N|N|New only
F04.711.400|language tests|N|N|Both
F04.711.513|neuropsychological tests|N|N|Both
F04.711.513.180|bender-gestalt test|N|N|Both
F04.711.513.300|luria-nebraska neuropsychological battery|N|N|Both
F04.711.513.502|mental navigation tests|N|N|New only
F04.711.513.703|stroop test|N|N|Both
F04.711.513.838|trail making test|N|N|Both
F04.711.647|personality tests|N|N|Both
F04.711.647.138|bender-gestalt test|N|N|Both
F04.711.647.513|personality inventory|N|N|Both
F04.711.647.513.146|cattell personality factor questionnaire|N|N|Both
F04.711.647.513.463|manifest anxiety scale|N|N|Both
F04.711.647.513.535|millon clinical multiaxial inventory|N|N|New only
F04.711.647.513.607|mmpi|N|N|Both
F04.711.647.513.886|test anxiety scale|N|N|Both
F04.711.647.622|projective techniques|N|N|Both
F04.711.647.622.341|ink blot tests|N|N|Both
F04.711.647.622.341.387|holtzman inkblot test|N|N|Both
F04.711.647.622.341.736|rorschach test|N|N|Both
F04.711.647.622.851|thematic apperception test|N|N|Both
F04.711.647.745|semantic differential|N|N|Both
F04.711.647.905|word association tests|N|N|Both
F04.711.780|psychometrics|N|N|Both
F04.732|psychophysics|N|N|Old only
F04.732.628|psychoacoustics|N|N|Old only
F04.754|psychotherapy|N|N|Both
F04.754.017|animal assisted therapy|N|N|Both
F04.754.017.500|equine-assisted therapy|N|N|Both
F04.754.035|aromatherapy|N|N|Both
F04.754.070|art therapy|N|N|Both
F04.754.103|autogenic training|N|N|Old only
F04.754.137|behavior therapy|N|N|Both
F04.754.137.087|anger management therapy|N|N|New only
F04.754.137.131|applied behavior analysis|N|N|New only
F04.754.137.174|aversive therapy|N|N|Both
F04.754.137.301|biofeedback, psychology|N|N|Both
F04.754.137.301.500|feedback, sensory|N|N|Both
F04.754.137.301.750|neurofeedback|N|N|New only
F04.754.137.365|cognitive remediation|N|N|New only
F04.754.137.428|cognitive therapy|N|N|Both
F04.754.137.428.249|acceptance and commitment therapy|N|N|New only
F04.754.137.428.500|mindfulness|N|N|New only
F04.754.137.506|desensitization, psychologic|N|N|Both
F04.754.137.506.162|eye movement desensitization reprocessing|N|N|Both
F04.754.137.506.325|implosive therapy|N|N|Both
F04.754.137.506.662|virtual reality exposure therapy|N|N|New only
F04.754.137.750|relaxation therapy|N|N|Both
F04.754.137.750.500|meditation|N|N|Both
F04.754.137.875|sleep phase chronotherapy|N|N|Both
F04.754.168|bibliotherapy|N|N|Both
F04.754.215|color therapy|N|N|Both
F04.754.252|crisis intervention|N|N|Both
F04.754.278|dance therapy|N|N|Both
F04.754.293|emotion-focused therapy|N|N|New only
F04.754.308|feedback, psychological|N|N|Both
F04.754.308.500|biofeedback, psychology|N|N|Both
F04.754.308.500.500|feedback, sensory|N|N|Both
F04.754.308.500.750|neurofeedback|N|N|New only
F04.754.339|feedback, sensory|N|N|Both
F04.754.360|gestalt therapy|N|N|Both
F04.754.392|horticultural therapy|N|N|New only
F04.754.424|hypnosis|N|N|Both
F04.754.424.386|autogenic training|N|N|New only
F04.754.424.771|suggestion|N|N|Both
F04.754.424.771.299|autosuggestion|N|N|Both
F04.754.462|imagery (psychotherapy)|N|N|Both
F04.754.549|music therapy|N|N|Both
F04.754.570|narrative therapy|N|N|New only
F04.754.592|nondirective therapy|N|N|Old only
F04.754.592|person-centered therapy|N|N|New only
F04.754.664|play therapy|N|N|Both
F04.754.709|psychoanalytic therapy|N|N|Both
F04.754.709.437|free association|N|N|Both
F04.754.709.838|transactional analysis|N|N|Both
F04.754.720|psychotherapeutic processes|N|N|Both
F04.754.720.107|abreaction|N|N|Both
F04.754.720.107.333|catharsis|N|N|Both
F04.754.720.346|association|N|N|Both
F04.754.720.864|transference (psychology)|N|N|Both
F04.754.720.864.363|countertransference (psychology)|N|N|Both
F04.754.738|psychotherapy, brief|N|N|Both
F04.754.766|psychotherapy, multiple|N|N|Both
F04.754.775|psychotherapy, psychodynamic|N|N|New only
F04.754.785|psychotherapy, rational-emotive|N|N|Both
F04.754.804|reality therapy|N|N|Both
F04.754.864|socioenvironmental therapy|N|N|Both
F04.754.864.392|milieu therapy|N|N|Both
F04.754.864.392.701|therapeutic community|N|N|Both
F04.754.864.581|psychotherapy, group|N|N|Both
F04.754.864.581.136|couples therapy|N|N|Both
F04.754.864.581.273|family therapy|N|N|Both
F04.754.864.581.550|marital therapy|N|N|Both
F04.754.864.581.679|psychodrama|N|N|Both
F04.754.864.581.679.653|role playing|N|N|Both
F04.754.864.581.813|sensitivity training groups|N|N|Both
F04.754.864.696|residential treatment|N|N|Both
F04.824|schizophrenic psychology|N|N|Both
G01|physical phenomena|N|N|Both
G01.015|absorption|N|N|New only
G01.015.249|absorption, physicochemical|N|N|New only
G01.015.249.500|absorption, radiation|N|N|New only
G01.030|adsorption|N|N|New only
G01.060|astronomical phenomena|N|N|Both
G01.060.075|astronomical objects|N|N|New only
G01.060.075.159|extraterrestrial environment|N|N|New only
G01.060.075.159.200|cosmic dust|N|N|New only
G01.060.075.320|galaxies|N|N|New only
G01.060.075.500|meteoroids|N|N|New only
G01.060.075.680|planets|N|N|New only
G01.060.075.730|solar system|N|N|New only
G01.060.075.730.600|minor planets|N|N|New only
G01.060.075.730.600.500|pluto|N|N|New only
G01.060.075.730.700|planets|N|N|New only
G01.060.075.730.700.200|earth (planet)|N|N|New only
G01.060.075.730.700.200.500|moon|N|N|New only
G01.060.075.730.700.412|jupiter|N|N|New only
G01.060.075.730.700.625|mars|N|N|New only
G01.060.075.730.700.762|mercury (planet)|N|N|New only
G01.060.075.730.700.796|neptune|N|N|New only
G01.060.075.730.700.831|saturn|N|N|New only
G01.060.075.730.700.865|uranus|N|N|New only
G01.060.075.730.700.900|venus|N|N|New only
G01.060.075.750|stars, celestial|N|N|New only
G01.060.185|cosmic radiation|N|N|New only
G01.060.249|astronomical objects|N|N|Old only
G01.060.249.159|extraterrestrial environment|N|N|Old only
G01.060.249.159.200|cosmic dust|N|N|Old only
G01.060.249.320|galaxies|N|N|Old only
G01.060.249.500|meteoroids|N|N|Old only
G01.060.249.680|planets|N|N|Old only
G01.060.249.730|solar system|N|N|Old only
G01.060.249.730.600|minor planets|N|N|Old only
G01.060.249.730.600.500|pluto|N|N|Old only
G01.060.249.730.700|planets|N|N|Old only
G01.060.249.730.700.200|earth (planet)|N|N|Old only
G01.060.249.730.700.200.500|moon|N|N|Old only
G01.060.249.730.700.412|jupiter|N|N|Old only
G01.060.249.730.700.625|mars|N|N|Old only
G01.060.249.730.700.762|mercury (planet)|N|N|Old only
G01.060.249.730.700.796|neptune|N|N|Old only
G01.060.249.730.700.831|saturn|N|N|Old only
G01.060.249.730.700.865|uranus|N|N|Old only
G01.060.249.730.700.900|venus|N|N|Old only
G01.060.249.750|stars, celestial|N|N|Old only
G01.060.275|evolution, planetary|N|N|New only
G01.060.275.500|evolution, chemical|N|N|New only
G01.060.350|gravitation|N|N|New only
G01.060.350.369|gravity, altered|N|N|New only
G01.060.350.369.300|hypergravity|N|N|New only
G01.060.350.369.400|hypogravity|N|N|New only
G01.060.350.369.400.900|weightlessness|N|N|New only
G01.060.374|astronomical processes|N|N|Old only
G01.060.374.134|cosmic radiation|N|N|Old only
G01.060.374.270|evolution, planetary|N|N|Old only
G01.060.374.270.500|evolution, chemical|N|N|Old only
G01.060.374.800|solar activity|N|N|Old only
G01.060.800|solar activity|N|N|New only
G01.154|biophysical phenomena|N|N|Both
G01.154.090|biomechanical phenomena|N|N|New only
G01.154.090|biomechanics|N|N|Old only
G01.154.090.500|mechanotransduction, cellular|N|N|New only
G01.154.090.625|orthodontic friction|N|N|New only
G01.154.090.750|osmosis|N|N|New only
G01.154.090.750.500|electroosmosis|N|N|New only
G01.154.100|biophysical processes|N|N|Old only
G01.154.100.240|energy transfer|N|N|Old only
G01.154.100.240.280|fluorescence resonance energy transfer|N|N|Old only
G01.154.100.240.400|linear energy transfer|N|N|Old only
G01.154.100.280|facilitated diffusion|N|N|Old only
G01.154.100.440|mechanotransduction, cellular|N|N|Old only
G01.154.100.600|osmosis|N|N|Old only
G01.154.100.640|protein folding|N|N|Old only
G01.154.240|energy transfer|N|N|New only
G01.154.240.280|fluorescence resonance energy transfer|N|N|New only
G01.154.240.400|linear energy transfer|N|N|New only
G01.154.280|facilitated diffusion|N|N|New only
G01.154.500|membrane fluidity|N|N|Both
G01.154.535|membrane potentials|N|N|Both
G01.154.651|protein folding|N|N|New only
G01.154.651.501|protein refolding|N|N|New only
G01.154.651.750|protein unfolding|N|N|New only
G01.154.651.750.500|protein denaturation|N|N|New only
G01.154.709|rna folding|N|N|New only
G01.154.767|seed dispersal|N|N|New only
G01.201|electromagnetic phenomena|N|N|Old only
G01.201.249|electricity|N|N|Old only
G01.201.249.270|electric capacitance|N|N|Old only
G01.201.249.277|electric conductivity|N|N|Old only
G01.201.249.277.350|electric impedance|N|N|Old only
G01.201.249.820|static electricity|N|N|Old only
G01.201.260|electromagnetic fields|N|N|Old only
G01.201.750|electrons|N|N|Old only
G01.201.875|radiation|N|N|Old only
G01.201.875.240|electromagnetic fields|N|N|Old only
G01.201.875.740|radiation dosage|N|N|Old only
G01.201.875.740.500|dose-response relationship, radiation|N|N|Old only
G01.201.875.745|radiation effects|N|N|Old only
G01.201.875.750|radiation, ionizing|N|N|Old only
G01.201.875.750.055|alpha particles|N|N|Old only
G01.201.875.750.115|background radiation|N|N|Old only
G01.201.875.750.125|beta particles|N|N|Old only
G01.201.875.750.235|cosmic radiation|N|N|Old only
G01.201.875.750.400|gamma rays|N|N|Old only
G01.201.875.750.918|x-rays|N|N|Old only
G01.201.875.770|radiation, nonionizing|N|N|Old only
G01.201.875.770.400|high-energy shock waves|N|N|Old only
G01.201.875.770.578|light|N|N|Old only
G01.201.875.770.578.199|color|N|N|Old only
G01.201.875.770.578.233|darkness|N|N|Old only
G01.201.875.770.578.333|glare|N|N|Old only
G01.201.875.770.578.440|incandescence|N|N|Old only
G01.201.875.770.578.552|infrared rays|N|N|Old only
G01.201.875.770.578.665|luminescence|N|N|Old only
G01.201.875.770.578.665.500|fluorescence|N|N|Old only
G01.201.875.770.578.782|photons|N|N|Old only
G01.201.875.770.578.836|sunlight|N|N|Old only
G01.201.875.770.578.891|ultraviolet rays|N|N|Old only
G01.201.875.770.721|radio waves|N|N|Old only
G01.201.875.770.721.500|microwaves|N|N|Old only
G01.201.875.770.832|terahertz radiation|N|N|Old only
G01.201.875.795|radiation tolerance|N|N|Old only
G01.201.875.897|solar energy|N|N|Old only
G01.202|diffusion|N|N|New only
G01.202.374|facilitated diffusion|N|N|New only
G01.202.750|thermal diffusion|N|N|New only
